s1_path,s1_label,s1_snr,s2_path,s2_label,s2_snr
/work107/luoxiaoxue/data/VGGSound/audios_16k/UXwxI00WXws_000020.wav,music,0.7214927790578338,/work107/luoxiaoxue/data/VGGSound/audios_16k/iAaZKc-rEc4_000150.wav,speech,1.9270646831783367
/work107/luoxiaoxue/data/VGGSound/audios_16k/zK_LfHxtwco_000130.wav,others,0.19023230267289826,/work107/luoxiaoxue/data/VGGSound/audios_16k/F5viHJ07fNM_000031.wav,music,-0.7731938019414821
/work107/luoxiaoxue/data/VGGSound/audios_16k/sRsfsQp8i2Y_000010.wav,speech,-1.9327906164608686,/work107/luoxiaoxue/data/VGGSound/audios_16k/d2ZNxSDpPSc_000015.wav,music,-1.6218832510084702
/work107/luoxiaoxue/data/VGGSound/audios_16k/tXdImJkzAfU_000140.wav,music,2.3424716981053066,/work107/luoxiaoxue/data/VGGSound/audios_16k/DwGQr9Wd2ig_000030.wav,speech,0.10186554399355208
/work107/luoxiaoxue/data/VGGSound/audios_16k/redEh50eYgI_000020.wav,others,-2.2225312568849143,/work107/luoxiaoxue/data/VGGSound/audios_16k/DrVso0pr5nM_000169.wav,music,0.43157185043028923
/work107/luoxiaoxue/data/VGGSound/audios_16k/4VMy_t0usWk_000006.wav,others,-2.5902168686978038,/work107/luoxiaoxue/data/VGGSound/audios_16k/8vLuO6HiRLQ_000030.wav,speech,-0.7914571031422426
/work107/luoxiaoxue/data/VGGSound/audios_16k/UDxSzzGgyHA_000140.wav,others,1.1916640518153354,/work107/luoxiaoxue/data/VGGSound/audios_16k/0dKPjNKg-Ec_000080.wav,music,-1.2508447056994965
/work107/luoxiaoxue/data/VGGSound/audios_16k/A0ciL4tAh9c_000020.wav,others,2.3524068609215734,/work107/luoxiaoxue/data/VGGSound/audios_16k/oXrYAlZ-HYA_000030.wav,speech,2.4494859551611885
/work107/luoxiaoxue/data/VGGSound/audios_16k/5VOnnnusHvM_000030.wav,speech,1.1897520972265117,/work107/luoxiaoxue/data/VGGSound/audios_16k/sZEDSxpzS8I_000128.wav,music,-0.7703466933016903
/work107/luoxiaoxue/data/VGGSound/audios_16k/1oH-wBFq1W4_000020.wav,music,0.9059006038372117,/work107/luoxiaoxue/data/VGGSound/audios_16k/7AVgJbRzSPg_000010.wav,speech,-0.13700909602885414
/work107/luoxiaoxue/data/VGGSound/audios_16k/J-QMhDo_PYs_000350.wav,others,-2.624522857709871,/work107/luoxiaoxue/data/VGGSound/audios_16k/oEBQeAC5H6c_000017.wav,music,-0.44374520580056487
/work107/luoxiaoxue/data/VGGSound/audios_16k/6hvB_vTvVao_000030.wav,speech,-1.8813370279728712,/work107/luoxiaoxue/data/VGGSound/audios_16k/RGK2m-KvHBM_000090.wav,others,2.213987409194088
/work107/luoxiaoxue/data/VGGSound/audios_16k/_RHUQzPObtk_000000.wav,music,-1.4045828087560062,/work107/luoxiaoxue/data/VGGSound/audios_16k/0bQdRu0RzOE_000030.wav,speech,-1.3834831308954496
/work107/luoxiaoxue/data/VGGSound/audios_16k/6nvpe6V2Z80_000030.wav,speech,0.45016465004355855,/work107/luoxiaoxue/data/VGGSound/audios_16k/hcR4BiG8sZs_000150.wav,music,1.4657511900258822
/work107/luoxiaoxue/data/VGGSound/audios_16k/JBW3_d5Z0MI_000392.wav,music,-1.1295241495061217,/work107/luoxiaoxue/data/VGGSound/audios_16k/92vVMZ4Zkcc_000000.wav,others,-1.5711341327730854
/work107/luoxiaoxue/data/VGGSound/audios_16k/0PdZjLBCoh4_000270.wav,speech,0.9536092802800002,/work107/luoxiaoxue/data/VGGSound/audios_16k/hTHBs5Tv1m0_000019.wav,music,1.3032297415051453
/work107/luoxiaoxue/data/VGGSound/audios_16k/DuVIP2L8glM_000030.wav,music,-1.5326875000546163,/work107/luoxiaoxue/data/VGGSound/audios_16k/OQ_qSVfuyss_000020.wav,speech,1.8133371559873446
/work107/luoxiaoxue/data/VGGSound/audios_16k/NebuE99hVbY_000090.wav,music,2.4033127835754797,/work107/luoxiaoxue/data/VGGSound/audios_16k/EEuezM5QG94_000150.wav,speech,2.1076469437515906
/work107/luoxiaoxue/data/VGGSound/audios_16k/QiZZ6C8U1X0_000200.wav,music,-2.537940731086971,/work107/luoxiaoxue/data/VGGSound/audios_16k/okW-Rk_vGJA_000220.wav,speech,2.170551210157945
/work107/luoxiaoxue/data/VGGSound/audios_16k/Xvv24JqX23Y_000000.wav,others,-0.7975660321752276,/work107/luoxiaoxue/data/VGGSound/audios_16k/07yI6BlVAA0_000030.wav,speech,-1.4376086807999384
/work107/luoxiaoxue/data/VGGSound/audios_16k/3svqgnIP8J8_000030.wav,speech,-0.5204556842306767,/work107/luoxiaoxue/data/VGGSound/audios_16k/-StHeHGyakY_000030.wav,music,-1.8004874267589766
/work107/luoxiaoxue/data/VGGSound/audios_16k/B5yjPZXzew4_000030.wav,music,2.8988246488494855,/work107/luoxiaoxue/data/VGGSound/audios_16k/9nUZk9GehAI_000030.wav,speech,-1.5664851923325878
/work107/luoxiaoxue/data/VGGSound/audios_16k/-70tewjjQKc_000030.wav,music,-1.2547282721187745,/work107/luoxiaoxue/data/VGGSound/audios_16k/uCn4RPs8XeM_000020.wav,speech,-0.36733985417265735
/work107/luoxiaoxue/data/VGGSound/audios_16k/93jm0xaG6bs_000210.wav,music,0.6602928844465494,/work107/luoxiaoxue/data/VGGSound/audios_16k/AAMu9lrdOX8_000030.wav,speech,0.8903255511755663
/work107/luoxiaoxue/data/VGGSound/audios_16k/7cyyyDYqB78_000020.wav,music,-1.0205057095953973,/work107/luoxiaoxue/data/VGGSound/audios_16k/1gHWNOb6Aqg_000030.wav,speech,-1.388295057139079
/work107/luoxiaoxue/data/VGGSound/audios_16k/1avy8rrBQTk_000040.wav,music,1.264587440672833,/work107/luoxiaoxue/data/VGGSound/audios_16k/QgEi6pAW36g_000150.wav,speech,1.564316886570527
/work107/luoxiaoxue/data/VGGSound/audios_16k/8C1XbQeLzIE_000060.wav,music,-2.1617821817842513,/work107/luoxiaoxue/data/VGGSound/audios_16k/DvWIsx72Igo_000030.wav,speech,-1.4312893246432843
/work107/luoxiaoxue/data/VGGSound/audios_16k/UAimvH3-zvY_000100.wav,others,1.9113459958012022,/work107/luoxiaoxue/data/VGGSound/audios_16k/dZt-5TbPKqU_000060.wav,speech,1.499542585612737
/work107/luoxiaoxue/data/VGGSound/audios_16k/BRCrFArdLUo_000030.wav,speech,-0.4893432092289549,/work107/luoxiaoxue/data/VGGSound/audios_16k/9tgPf3LJvL4_000290.wav,others,2.4082702316213593
/work107/luoxiaoxue/data/VGGSound/audios_16k/S84KhEYMt1Y_000248.wav,others,2.382404945036055,/work107/luoxiaoxue/data/VGGSound/audios_16k/DtRqBLRUTRo_000099.wav,music,2.994770490034772
/work107/luoxiaoxue/data/VGGSound/audios_16k/cE8PMfi_nQg_000103.wav,music,0.02550304212680299,/work107/luoxiaoxue/data/VGGSound/audios_16k/7VEsM8fN1RM_000030.wav,speech,-0.4473060535514657
/work107/luoxiaoxue/data/VGGSound/audios_16k/71I9l62agtM_000460.wav,others,-1.0814702816395156,/work107/luoxiaoxue/data/VGGSound/audios_16k/TDACBh4HMjQ_000010.wav,music,-2.92017967362664
/work107/luoxiaoxue/data/VGGSound/audios_16k/5B0vOqiBItI_000030.wav,speech,1.2476747769499248,/work107/luoxiaoxue/data/VGGSound/audios_16k/zunUPiRJQAY_002319.wav,music,0.29893710844464083
/work107/luoxiaoxue/data/VGGSound/audios_16k/ZUEfsa5MScI_000267.wav,music,-0.4776791323905929,/work107/luoxiaoxue/data/VGGSound/audios_16k/OYf6-Z2OVe0_000120.wav,speech,0.7149982026033004
/work107/luoxiaoxue/data/VGGSound/audios_16k/8wailHX-45Y_000030.wav,speech,-1.6785113469476591,/work107/luoxiaoxue/data/VGGSound/audios_16k/EBGWeYbdmy4_000015.wav,others,0.5084900036946851
/work107/luoxiaoxue/data/VGGSound/audios_16k/Ip0AiPqCl_s_000390.wav,music,0.765457768639072,/work107/luoxiaoxue/data/VGGSound/audios_16k/EuHQ6TH60_I_000030.wav,speech,-0.11381579719351187
/work107/luoxiaoxue/data/VGGSound/audios_16k/cLdIcx2YQHk_000150.wav,music,-0.06253907873121634,/work107/luoxiaoxue/data/VGGSound/audios_16k/Af7VpKCg_ZY_000030.wav,speech,-1.5972550475381657
/work107/luoxiaoxue/data/VGGSound/audios_16k/MYYZSgvSKNw_000060.wav,speech,2.5336083731681702,/work107/luoxiaoxue/data/VGGSound/audios_16k/hmIHImyvlsM_000131.wav,music,2.1790232140732257
/work107/luoxiaoxue/data/VGGSound/audios_16k/gRZ72AXj3Ic_000000.wav,others,-1.1220478606407442,/work107/luoxiaoxue/data/VGGSound/audios_16k/UCZQrcEt4KA_000030.wav,speech,-1.781320644713659
/work107/luoxiaoxue/data/VGGSound/audios_16k/RDLTE8ECdDs_000010.wav,music,2.302791573476557,/work107/luoxiaoxue/data/VGGSound/audios_16k/J0p_joNdGe0_000030.wav,others,-2.307604622970322
/work107/luoxiaoxue/data/VGGSound/audios_16k/mEsJ49a5t3E_000050.wav,music,2.442201158785714,/work107/luoxiaoxue/data/VGGSound/audios_16k/TVYhXqq4ACw_000024.wav,others,0.1620537861607234
/work107/luoxiaoxue/data/VGGSound/audios_16k/DQD8Eb9F8dw_000131.wav,music,-1.3813799359880226,/work107/luoxiaoxue/data/VGGSound/audios_16k/DbVlbIkEZ_k_000030.wav,speech,-2.5125672350494144
/work107/luoxiaoxue/data/VGGSound/audios_16k/hcBn4asffoA_000030.wav,others,-2.439295005033075,/work107/luoxiaoxue/data/VGGSound/audios_16k/okI1mqfbBek_000010.wav,music,0.7985795789691137
/work107/luoxiaoxue/data/VGGSound/audios_16k/4TZlckoATkE_000010.wav,music,0.39281229150847086,/work107/luoxiaoxue/data/VGGSound/audios_16k/o3HFKX_uV38_000110.wav,speech,1.5199334907286781
/work107/luoxiaoxue/data/VGGSound/audios_16k/787efDWRVyE_000040.wav,others,-2.116237512396505,/work107/luoxiaoxue/data/VGGSound/audios_16k/Npw8B0-Tq3w_000030.wav,speech,-2.235635989555981
/work107/luoxiaoxue/data/VGGSound/audios_16k/6mub-DrJZc4_000030.wav,speech,0.36546687545953516,/work107/luoxiaoxue/data/VGGSound/audios_16k/j1d9XSqzyA0_000120.wav,music,-1.2311945793857382
/work107/luoxiaoxue/data/VGGSound/audios_16k/0tn_A_-AlSM_000030.wav,speech,0.2405037272874857,/work107/luoxiaoxue/data/VGGSound/audios_16k/YzLOvo32QHk_000290.wav,music,1.021611958081186
/work107/luoxiaoxue/data/VGGSound/audios_16k/vEzxhSU3Fns_000110.wav,music,-1.8283271125597584,/work107/luoxiaoxue/data/VGGSound/audios_16k/lTaR8aLaybo_000240.wav,speech,-2.35627677239294
/work107/luoxiaoxue/data/VGGSound/audios_16k/N387HQu3Hws_000150.wav,music,-2.442571199352016,/work107/luoxiaoxue/data/VGGSound/audios_16k/4xavnNOzE6U_000030.wav,speech,-1.4114131539893615
/work107/luoxiaoxue/data/VGGSound/audios_16k/xc4RU8Xzp9Q_000300.wav,music,1.158770476624647,/work107/luoxiaoxue/data/VGGSound/audios_16k/EkjjtN6iuLo_000030.wav,speech,1.9969642587768215
/work107/luoxiaoxue/data/VGGSound/audios_16k/8Y6QnOkCmUY_000120.wav,music,2.1945941861921554,/work107/luoxiaoxue/data/VGGSound/audios_16k/A2vKagPEW-Y_000030.wav,others,-2.3903088988400607
/work107/luoxiaoxue/data/VGGSound/audios_16k/O84Wf-Z3sgs_000080.wav,music,1.966583968242908,/work107/luoxiaoxue/data/VGGSound/audios_16k/1_U5kef5I0w_000030.wav,speech,-0.694992768360037
/work107/luoxiaoxue/data/VGGSound/audios_16k/2SqH6Vuu4lc_000010.wav,others,-1.2860140308435053,/work107/luoxiaoxue/data/VGGSound/audios_16k/AsrRFNhdCOE_000030.wav,speech,-0.38858893306404685
